timestamp,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_buy_base_volume,taker_buy_quote_volume,ignore
2025-04-07 01:25:00,79269.9,79269.9,78976.0,79039.15,174.13939,1743989399999,13779066.206622,32440.0,66.72427,5280377.2668387,0
2025-04-07 01:30:00,79039.15,79140.0,78918.03,78945.26,120.36463,1743989699999,9511444.9807669,33431.0,57.30766,4528654.5305621,0
2025-04-07 01:35:00,78945.26,78966.31,78759.9,78855.4,129.92728,1743989999999,10244026.9781074,26633.0,52.19164,4114791.0037423,0
2025-04-07 01:40:00,78855.39,78920.0,78624.0,78709.39,115.82398,1743990299999,9121801.9128113,28582.0,47.86692,3770194.3280258,0
2025-04-07 01:45:00,78709.38,79004.4,78688.0,78924.54,156.48393,1743990599999,12341267.7685372,28502.0,82.07632,6472459.3698607,0
2025-04-07 01:50:00,78924.54,79130.44,78839.9,79086.11,106.1576,1743990899999,8387169.6335543,23017.0,63.48687,5015794.1822459,0
2025-04-07 01:55:00,79086.11,79229.11,79000.0,79142.01,144.88123,1743991199999,11462609.3631738,19329.0,58.41873,4623403.2326018,0
2025-04-07 02:00:00,79142.01,79165.44,78896.62,79165.44,131.80954,1743991499999,10420886.0668081,21510.0,64.15129,5073380.3739948,0
2025-04-07 02:05:00,79165.44,79220.0,79016.27,79025.99,87.15597,1743991799999,6897794.7516673,16355.0,48.92456,3872093.7351213,0
2025-04-07 02:10:00,79025.99,79083.25,78956.55,79032.86,53.17999,1743992099999,4202129.652565,13060.0,30.45915,2406803.3366431,0
2025-04-07 02:15:00,79032.86,79100.0,78919.9,78990.0,74.65494,1743992399999,5897740.2259546,18469.0,28.84659,2278639.4850707,0
2025-04-07 02:20:00,78990.0,79029.14,78687.0,78752.25,97.62641,1743992699999,7694361.5135695,20946.0,39.45071,3108810.4893929,0
2025-04-07 02:25:00,78752.26,78770.41,78586.0,78635.67,139.19416,1743992999999,10952663.2025406,18536.0,30.60499,2408027.1876521,0
2025-04-07 02:30:00,78635.67,78858.1,78587.17,78840.6,131.81633,1743993299999,10377473.8861159,20803.0,63.03649,4963477.2993102,0
2025-04-07 02:35:00,78840.6,78860.0,78434.78,78480.0,163.06748,1743993599999,12811871.6165495,23189.0,55.18686,4335674.2497026,0
2025-04-07 02:40:00,78479.99,78639.99,78450.0,78500.21,92.53006,1743993899999,7267266.9160812,17927.0,51.3374,4031756.4704615,0
2025-04-07 02:45:00,78500.21,78718.05,78429.0,78670.73,93.51899,1743994199999,7350050.9293904,17082.0,55.45537,4358245.3694451,0
2025-04-07 02:50:00,78670.72,78772.61,78579.9,78586.19,70.33609,1743994499999,5533332.0670335,13763.0,22.42892,1764768.390466,0
2025-04-07 02:55:00,78586.2,78600.0,78392.15,78447.42,74.00652,1743994799999,5805711.0281503,15146.0,30.84029,2419477.817432,0
2025-04-07 03:00:00,78447.42,78507.81,78329.32,78417.34,91.37928,1743995099999,7164616.8421253,22662.0,45.12614,3538223.9769111,0
2025-04-07 03:05:00,78417.34,78445.46,78274.4,78274.41,75.25206,1743995399999,5897119.4989698,16582.0,26.21296,2054527.9827247,0
2025-04-07 03:10:00,78274.4,78274.4,78056.0,78099.9,94.52348,1743995699999,7386605.1080797,20550.0,35.48135,2772148.9735568,0
2025-04-07 03:15:00,78099.9,78462.0,78073.75,78308.0,140.49995,1743995999999,11008489.8555157,27195.0,101.88583,7983570.1212974,0
2025-04-07 03:20:00,78307.99,78389.39,78130.43,78213.39,224.49055,1743996299999,17567967.5034335,27496.0,104.29671,8162496.7154615,0
2025-04-07 03:25:00,78213.39,78380.0,78152.05,78339.9,96.16383,1743996599999,7527541.3025912,17290.0,55.50427,4344646.5653449,0
2025-04-07 03:30:00,78339.9,78348.63,77942.9,78011.55,230.3721,1743996899999,17979649.0442076,30281.0,108.53942,8469208.6885968,0
2025-04-07 03:35:00,78011.54,78011.55,77610.76,77667.68,280.69561,1743997199999,21828648.194114,42691.0,116.39901,9051336.4674887,0
